Animal ID,Animal Name,Animal Type,Sex,Years Old,Months Old,Primary Breed,Primary Color,Tag Number,Intake Date,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Outcome Date,Intake Day of the Week,Outcome Day of the Week
A066941,Gidget,Dog,Spayed Female,17,,Border Terrier,White,4A33643246,01/02/2023,Stray,Over the Counter,Return to Owner,Microchip,01/02/2023,Monday,Monday
A066944,Vicente Valero-Gato,Cat,Neutered Male,2,,Domestic Shorthair,Brown Tabby,981020051388575,01/02/2023,Stray,Animal Control,Foster,Adoption,01/11/2023,Monday,Wednesday
A066944,Vicente Valero-Gato,Cat,Neutered Male,2,,Domestic Shorthair,Brown Tabby,981020051388575,01/25/2023,Foster,Over the Counter,Adoption,Walk-In,01/25/2023,Wednesday,Wednesday
A066946,Mia,Dog,Female,10,,Beagle,Black,008865889,01/03/2023,Owner Surrendered,Over the Counter,Euthanized,Behavior Severe,01/12/2023,Tuesday,Thursday
A066948,Lola Phoenix,Dog,Spayed Female,2,,Pit Bull,White,981020051385352,01/03/2023,Stray,Animal Control,Foster,Adoption,01/23/2023,Tuesday,Monday
A066948,Lola Phoenix,Dog,Spayed Female,2,,Pit Bull,White,981020051385352,04/04/2023,Owner Surrendered,Over the Counter,Adoption,Walk-In,04/25/2023,Tuesday,Tuesday
A066948,Lola Phoenix,Dog,Spayed Female,2,,Pit Bull,White,981020051385352,03/01/2023,Foster,Animal Control,Adoption,Walk-In,03/01/2023,Wednesday,Wednesday
A066951,,Cat,Neutered Male,4,,Domestic Shorthair,Orange Tabby,981020051361811,01/03/2023,Stray,Animal Control,Foster,Adoption,01/14/2023,Tuesday,Saturday
A066951,,Cat,Neutered Male,4,,Domestic Shorthair,Orange Tabby,981020051361811,01/16/2023,Foster,Over the Counter,Adoption,Walk-In,01/16/2023,Monday,Monday
A066953,Ralo,Dog,Male,,,Chinese Sharpei,Brown,991003001258990,01/04/2023,Confiscated,Owner Arrested,Return to Owner,Walk-In,01/06/2023,Wednesday,Friday
A066956,Bootsie,Dog,Neutered Male,13,,Lhasa Apso,Tan,0006EFE7A6,01/04/2023,Confiscated,Owner Hospitalized,Adoption,Walk-In,01/27/2023,Wednesday,Friday
A066958,Luna,Cat,Spayed Female,1,,Domestic Shorthair,Dilute Tortoiseshell,981020051363272,01/04/2023,Owner Surrendered,Over the Counter,Adoption,Walk-In,02/12/2023,Wednesday,Sunday
A066960,Silk,Dog,Male,5,,Yorkshire Terrier,Black,,01/04/2023,Disposal Request of Deceased Pet,Animal Control,Disposal of Deceased Pet,,01/04/2023,Wednesday,Wednesday
A066965,Tofurkey,Dog,Male,5,,Pit Bull,Brown Brindle,,01/05/2023,Stray,Over the Counter,Euthanized,Behavior Severe,01/20/2023,Thursday,Friday
A066967,Akame Pepper,Dog,Female,2,,Pit Bull,White,,01/05/2023,Confiscated,Owner Evicted,Return to Owner,Walk-In,01/05/2023,Thursday,Thursday
A066973,Ginger Snap,Cat,Neutered Male,6,,Domestic Shorthair,Orange,982000411943815,01/06/2023,Stray,Over the Counter,Adoption,Walk-In,01/31/2023,Friday,Tuesday
A066975,Picasso,Dog,Male,5,,Pit Bull,Tan,,01/06/2023,Stray,Animal Control,Euthanized,Behavior Severe,01/20/2023,Friday,Friday
A066977,Finn,Dog,Neutered Male,13,,Rat Terrier,Red,981020005936614,01/07/2023,Owner Surrendered,Over the Counter,Euthanized,Illness Severe,01/07/2023,Saturday,Saturday
A066980,Rosie,Dog,Spayed Female,1,,Chihuahua Short Hair,Black,981020051375553,01/07/2023,Owner Surrendered,Over the Counter,Foster,Adoption,01/11/2023,Saturday,Wednesday
A066980,Rosie,Dog,Spayed Female,1,,Chihuahua Short Hair,Black,981020051375553,01/20/2023,Foster,Over the Counter,Foster,Adoption,01/20/2023,Friday,Friday
A066980,Rosie,Dog,Spayed Female,1,,Chihuahua Short Hair,Black,981020051375553,02/22/2023,Foster,Over the Counter,Adoption,Walk-In,02/22/2023,Wednesday,Wednesday
A066987,Curly,Other,Male,,3.0,Rat,Brown,,01/08/2023,Owner Surrendered,OTC APPT,Adoption,Walk-In,01/25/2023,Sunday,Wednesday
A066991,Sam,Dog,Male,6,,Pug,Brown,95600000536991,01/08/2023,Stray,Animal Control,Return to Owner,Walk-In,01/10/2023,Sunday,Tuesday
A066993,Denim,Dog,Neutered Male,1,5.0,Pit Bull,Black,985113005755430,01/08/2023,Stray,Over the Counter,Return to Owner,Walk-In,01/11/2023,Sunday,Wednesday
A066993,Denim,Dog,Neutered Male,1,5.0,Pit Bull,Black,985113005755430,07/04/2023,Confiscated,Animal Cruelty,Return to Owner,Walk-In,07/16/2023,Tuesday,Sunday
A066995,Yoko,Dog,Spayed Female,5,,Shih Tzu,Black,981020051383621,01/09/2023,Stray,Animal Control,Return to Owner,Walk-In,01/10/2023,Monday,Tuesday
A066997,,Bird,Unknown,1,,Goose,Tricolor,,01/08/2023,Disposal Request of Deceased Pet,Animal Control,Disposal of Deceased Pet,,01/08/2023,Sunday,Sunday
A067006,Winston,Dog,Neutered Male,1,,Rottweiler,Black,981020051368249,01/11/2023,Stray,Animal Control,Foster,Adoption,01/25/2023,Wednesday,Wednesday
A067006,Winston,Dog,Neutered Male,1,,Rottweiler,Black,981020051368249,02/25/2023,Foster,Over the Counter,Adoption,Walk-In,02/25/2023,Saturday,Saturday
A067015,Mr. Smee,Cat,Neutered Male,,,Domestic Medium Hair,Orange Tabby,,01/11/2023,Owner Surrendered,OTC APPT,Foster,Underage or Underweight,01/19/2023,Wednesday,Thursday
A067015,Mr. Smee,Cat,Neutered Male,,,Domestic Medium Hair,Orange Tabby,981020051422374,03/16/2023,Foster,Over the Counter,Adoption,Walk-In,03/17/2023,Thursday,Friday
A067016,Moira,Cat,Spayed Female,,,Domestic Shorthair,Calico,981020051450724,03/16/2023,Foster,Over the Counter,Adoption,Walk-In,03/17/2023,Thursday,Friday
A067016,Moira,Cat,Spayed Female,,,Domestic Shorthair,Calico,,01/11/2023,Owner Surrendered,OTC APPT,Foster,Underage or Underweight,01/19/2023,Wednesday,Thursday
A067023,Lucky,Dog,Neutered Male,,,German Shepard,Tricolor,981020051362018,01/11/2023,Owner Surrendered,Over the Counter,Foster,Adoption,01/20/2023,Wednesday,Friday
A067023,Lucky,Dog,Neutered Male,,,German Shepard,Tricolor,L23-00245,02/08/2023,Foster,Over the Counter,Adoption,Walk-In,02/08/2023,Wednesday,Wednesday
A067025,Zelda,Dog,Spayed Female,2,,Pit Bull,Brown,981020051358896,01/11/2023,Stray,Over the Counter,Foster,Adoption,01/20/2023,Wednesday,Friday
A067025,Zelda,Dog,Spayed Female,2,,Pit Bull,Brown,981020051358896,04/02/2023,Foster,Over the Counter,Adoption,Walk-In,04/05/2023,Sunday,Wednesday
A067027,,Dog,Female,,3.0,Pit Bull,White,,01/11/2023,Stray,Over the Counter,Euthanized,Illness Severe,01/13/2023,Wednesday,Friday
A067035,Oscars,Dog,Neutered Male,5,,Labrador Retriever,Black,982091069029937,01/12/2023,Stray,Animal Control,Return to Owner,Outside of Shelter,01/12/2023,Thursday,Thursday
A067037,Athena,Dog,Spayed Female,7,,Pit Bull,Gray,982000405827665,01/13/2023,Stray,Animal Control,Return to Owner,Walk-In,01/13/2023,Friday,Friday
A067046,Squish,Cat,Spayed Female,3,,Domestic Shorthair,White,991001003166593,01/15/2023,Owner Surrendered,Over the Counter,Adoption,Walk-In,01/29/2023,Sunday,Sunday
A067048,Athena,Dog,Female,3,,Cocker Spaniel,Brown,990000003994242,01/15/2023,Stray,Over the Counter,Return to Owner,Phone Call,01/15/2023,Sunday,Sunday
A067054,,Dog,Spayed Female,1,,Chihuahua Short Hair,Brown,981020051366400,01/16/2023,Stray,Over the Counter,Adoption,Walk-In,01/25/2023,Monday,Wednesday
A067056,T Rex,Dog,Male,1,,Siberian Husky,Black,982091066983112,01/16/2023,Stray,Over the Counter,Return to Owner,Outside of Shelter,01/27/2023,Monday,Friday
A067059,Tobi,Dog,Male,13,,Pekingese,Black,981020051381706,01/16/2023,Stray,Animal Control,Return to Owner,Walk-In,01/17/2023,Monday,Tuesday
A067062,Bleu,Dog,Neutered Male,1,,American Staffordshire,Brown,981020051360491,01/18/2023,Owner Surrendered,OTC APPT,Adoption,Walk-In,01/25/2023,Wednesday,Wednesday
A067064,,Cat,Male,1,,Domestic Shorthair,Orange Tabby,,01/18/2023,Disposal Request of Deceased Pet,Over the Counter,Disposal of Deceased Pet,,01/18/2023,Wednesday,Wednesday
A067074,Cowboy,Dog,Neutered Male,1,6.0,Pit Bull,White,981020051457275,01/19/2023,Stray,Over the Counter,Foster,Adoption,02/03/2023,Thursday,Friday
A067074,Cowboy,Dog,Neutered Male,1,6.0,Pit Bull,White,981020051457275,02/15/2023,Foster,Over the Counter,Adoption,Walk-In,02/15/2023,Wednesday,Wednesday
A067080,Tamale,Cat,Female,1,,Domestic Shorthair,Gray Tabby,,01/20/2023,Stray,Animal Control,Euthanized,Behavior Severe,03/13/2023,Friday,Monday
A067086,Iris,Cat,Neutered Male,6,,Domestic Shorthair,Black,981020051439030,01/21/2023,Owner Surrendered,Over the Counter,Adoption,Walk-In,02/10/2023,Saturday,Friday
A067086,Iris,Cat,Neutered Male,6,,Domestic Shorthair,Black,981020051439030,05/21/2023,Owner Surrendered,Over the Counter,Adoption,Walk-In,05/25/2023,Sunday,Thursday
A067089,Ash,Cat,Neutered Male,4,,Domestic Shorthair,Gray,981020051439957,01/22/2023,Owner Surrendered,OTC APPT,Adoption,Walk-In,01/25/2023,Sunday,Wednesday
A067091,Blue Eyes,Cat,Female,,4.0,Siamese,Seal Lynx Point,981020051400588,01/21/2023,Stray,Animal Control,Return to Owner,Walk-In,01/26/2023,Saturday,Thursday
A067097,Milo,Dog,Neutered Male,2,,Great Pyrenees,White,982091061482582,01/22/2023,Stray,Over the Counter,Adoption,Walk-In,02/03/2023,Sunday,Friday
A067098,Kitty,Cat,Spayed Female,6,,Domestic Shorthair,Gray,,01/22/2023,Owner Surrendered,Over the Counter,Euthanized,Behavior Severe,03/13/2023,Sunday,Monday
A067103,Elvira,Other,Female,1,,Rabbit Short Hair,White,,01/24/2023,Stray,Over the Counter,Adoption,Walk-In,05/12/2023,Tuesday,Friday
A067105,Simba,Dog,Male,2,,Siberian Husky,Brown,981020031479918,01/23/2023,Stray,Animal Control,Return to Owner,Outside of Shelter,01/23/2023,Monday,Monday
A067114,Pretzel Cheese,Cat,Spayed Female,,10.0,Domestic Shorthair,Buff,981020051436498,01/25/2023,Stray,Over the Counter,Adoption,Walk-In,02/14/2023,Wednesday,Tuesday
A067117,Hazel,Dog,Spayed Female,,7.0,Pit Bull,Brown,981020051449278,01/25/2023,Stray,Over the Counter,Foster,Adoption,02/07/2023,Wednesday,Tuesday
A067117,Hazel,Dog,Spayed Female,,7.0,Pit Bull,Brown,981020051449278,03/15/2023,Foster,Over the Counter,Adoption,Walk-In,03/15/2023,Wednesday,Wednesday
A067119,Ms. Phoebe,Cat,Spayed Female,6,6.0,Domestic Shorthair,White,982000408552063,01/25/2023,Stray,Animal Control,Adoption,Walk-In,02/08/2023,Wednesday,Wednesday
A067122,Snaggle Tooth,Dog,Neutered Male,,6.0,Beagle,White,981020051378647,01/25/2023,Stray,Animal Control,Adoption,Walk-In,02/22/2023,Wednesday,Wednesday
A067124,Choppo,Dog,Male,2,,Pit Bull,Tan,,01/26/2023,Stray,Animal Control,Return to Owner,Walk-In,01/27/2023,Thursday,Friday
A067134,Princess,Cat,Spayed Female,4,,Domestic Shorthair,Black Tabby,982126057667293,01/29/2023,Owner Surrendered,OTC APPT,Transfer,Private Animal Shelter,01/31/2023,Sunday,Tuesday
A067136,Gypsy,Dog,Female,3,,Yorkshire Terrier,Black,,01/29/2023,Stray,Over the Counter,Return to Owner,Phone Call,01/29/2023,Sunday,Sunday
A067144,,Dog,Spayed Female,12,,Shih Tzu,Black,,01/29/2023,Stray,Animal Control,Unassisted Death,While In Kennel,02/05/2023,Sunday,Sunday
A067155,,Cat,Female,11,,Domestic Shorthair,Brown Tabby,,01/31/2023,Owner Surrendered,Over the Counter,Euthanized,Illness Severe,01/31/2023,Tuesday,Tuesday
A067157,,Other,Unknown,2,,Raccoon,Gray,,01/31/2023,Disposal Request of Deceased Pet,Over the Counter,Disposal of Deceased Pet,,01/31/2023,Tuesday,Tuesday
A067171,Shelly,Dog,Female,1,6.0,Pit Bull,Brown,981020051452153,01/31/2023,Stray,Over the Counter,Euthanized,Behavior Severe,03/08/2023,Tuesday,Wednesday
A067173,Willie,Dog,Male,7,,Beagle,Blue Tick,981020051422036,02/01/2023,Stray,Animal Control,Foster,Adoption,02/07/2023,Wednesday,Tuesday
A067173,Willie,Dog,Male,7,,Beagle,Blue Tick,981020051422036,02/22/2023,Foster,Over the Counter,Euthanized,Illness Severe,02/23/2023,Wednesday,Thursday
A067183,Oliver,Cat,Neutered Male,1,6.0,Domestic Shorthair,Orange Tabby,985113007163794,02/01/2023,Stray,Animal Control,Return to Owner,,02/01/2023,Wednesday,Wednesday
A067183,Oliver,Cat,Neutered Male,1,6.0,Domestic Shorthair,Orange Tabby,985113007163794,02/01/2023,Owner Surrendered,Over the Counter,Adoption,Walk-In,02/07/2023,Wednesday,Tuesday
A067194,,Dog,Male,,4.0,Bulldog,White,,02/02/2023,Stray,Animal Control,Euthanized,Illness Severe,02/02/2023,Thursday,Thursday
A067196,Merlin,Cat,Neutered Male,2,6.0,Domestic Shorthair,Gray,985113007086710,02/02/2023,Transfer,Transfer,Adoption,Walk-In,02/08/2023,Thursday,Wednesday
A067199,Ranch,Cat,Spayed Female,,2.0,Domestic Shorthair,Gray Tabby,981020051352573,02/02/2023,Transfer,Transfer,Adoption,Walk-In,02/07/2023,Thursday,Tuesday
A067202,Darlene,Cat,Spayed Female,,8.0,Domestic Shorthair,Brown Tabby,985113007095067,02/02/2023,Transfer,Transfer,Adoption,Walk-In,02/07/2023,Thursday,Tuesday
A067217,Lionel,Cat,Neutered Male,2,6.0,Domestic Shorthair,Brown Tabby,985113006759611,02/03/2023,Transfer,Transfer,Adoption,Walk-In,02/17/2023,Friday,Friday
A067220,Tino,Dog,Neutered Male,3,,Parson Russell Terrier,Brown,981020051444088,02/03/2023,Stray,Animal Control,Adoption,Walk-In,02/14/2023,Friday,Tuesday
A067227,Dexter,Dog,Neutered Male,15,,Miniature Poodle,Gray,981020051391884,02/03/2023,Owner Surrendered,Animal Control,Adoption,Walk-In,02/10/2023,Friday,Friday
A067229,Merritt,Cat,Neutered Male,6,,Domestic Shorthair,Buff,985113007454008,02/04/2023,Stray,Over the Counter,Adoption,Walk-In,02/22/2023,Saturday,Wednesday
A067231,,Dog,Neutered Male,,8.0,Chihuahua Short Hair,Brown,981020037685608,02/04/2023,Stray,Over the Counter,Adoption,Walk-In,02/13/2023,Saturday,Monday
A067243,Cookie,Dog,Spayed Female,,9.0,Labrador Retriever,Yellow,981020051447149,02/05/2023,Owner Surrendered,OTC APPT,Foster,SLUMBER,02/17/2023,Sunday,Friday
A067243,Cookie,Dog,Spayed Female,,9.0,Labrador Retriever,Yellow,981020051447149,02/18/2023,Foster,Over the Counter,Foster,Adoption,02/19/2023,Saturday,Sunday
A067243,Cookie,Dog,Spayed Female,,9.0,Labrador Retriever,Yellow,981020051447149,03/13/2023,Foster,Over the Counter,Adoption,Walk-In,03/13/2023,Monday,Monday
A067253,Grace,Cat,Spayed Female,,10.0,Domestic Shorthair,Black,981020051389631,02/05/2023,Stray,Over the Counter,Adoption,Walk-In,02/15/2023,Sunday,Wednesday
A067267,,Other,Male,,,Opossum,Gray,,02/06/2023,Disposal Request of Deceased Pet,Animal Control,Disposal of Deceased Pet,,02/06/2023,Monday,Monday
A067313,,Dog,Neutered Male,5,,Shih Tzu,White,981020051382393,02/07/2023,Stray,Animal Control,Adoption,Walk-In,02/20/2023,Tuesday,Monday
A067344,Coco,Dog,Spayed Female,1,9.0,Pit Bull,Brown,981020051447005,02/08/2023,Owner Surrendered,OTC APPT,Foster,Adoption,02/15/2023,Wednesday,Wednesday
A067344,Coco,Dog,Spayed Female,1,9.0,Pit Bull,Brown,981020051447005,04/04/2023,Foster,Over the Counter,Transfer,Rescue Group,04/04/2023,Tuesday,Tuesday
A067374,Leo,Dog,Male,2,,Treeing Walker Coonhound,White,,03/26/2023,Stray,Animal Control,Return to Owner,Outside of Shelter,03/26/2023,Sunday,Sunday
A067374,Leo,Dog,Male,2,,Treeing Walker Coonhound,White,,03/27/2023,Stray,Animal Control,Return to Owner,Outside of Shelter,03/28/2023,Monday,Tuesday
A067374,Leo,Dog,Male,2,,Treeing Walker Coonhound,White,,02/08/2023,Stray,Animal Control,Return to Owner,Outside of Shelter,02/08/2023,Wednesday,Wednesday
A067406,,Dog,Neutered Male,1,,Standard Poodle,White,981020051468927,02/10/2023,Stray,Over the Counter,Adoption,Walk-In,02/18/2023,Friday,Saturday
A067437,Shadow,Dog,Male,5,,Pit Bull,Brown,,02/10/2023,Stray,Animal Control,Return to Owner,Walk-In,02/11/2023,Friday,Saturday
A067439,Slo Mo,Dog,Male,10,,Pit Bull,Tan,,02/10/2023,Stray,Animal Control,Euthanized,Illness Severe,02/16/2023,Friday,Thursday
A067446,Maxine,Dog,Spayed Female,8,,Border Collie,Black,,03/16/2023,Stray,Over the Counter,Return to Owner,Walk-In,03/16/2023,Thursday,Thursday
A067450,Princess,Dog,Spayed Female,,8.0,Pit Bull,Gray,981020051396796,03/27/2023,Foster,Over the Counter,Adoption,Walk-In,03/27/2023,Monday,Monday
A067450,Princess,Dog,Spayed Female,,8.0,Pit Bull,Gray,,02/11/2023,Stray,Animal Control,Return to Owner,Website Information,02/13/2023,Saturday,Monday
A067450,Princess,Dog,Spayed Female,,8.0,Pit Bull,Gray,981020051396796,02/13/2023,Owner Surrendered,Over the Counter,Foster,Adoption,03/22/2023,Monday,Wednesday
A067457,Ray Ray,Dog,Neutered Male,2,,Pit Bull,Brown,981020047867282,02/13/2023,Owner Surrendered,Over the Counter,Foster,Adoption,02/18/2023,Monday,Saturday
A067457,Ray Ray,Dog,Neutered Male,2,,Pit Bull,Brown,981020047867282,03/01/2023,Foster,Over the Counter,Adoption,Walk-In,03/01/2023,Wednesday,Wednesday
A067474,Walter,Dog,Neutered Male,10,,Chihuahua Short Hair,White,981020051387966,02/14/2023,Stray,Animal Control,Adoption,Walk-In,02/21/2023,Tuesday,Tuesday
A067476,,Cat,Female,,6.0,Domestic Shorthair,Black,,02/14/2023,Stray,Animal Control,Euthanized,Illness Severe,03/02/2023,Tuesday,Thursday
A067484,Spike,Dog,Male,,8.0,Siberian Husky,Red,981020047888571,02/14/2023,Stray,Over the Counter,Return to Owner,Walk-In,02/18/2023,Tuesday,Saturday
A067486,Marco,Cat,Neutered Male,1,6.0,Domestic Shorthair,Brown Tabby,,02/14/2023,Owner Surrendered,Over the Counter,Return to Owner,Walk-In,03/04/2023,Tuesday,Saturday
A067500,Piper,Cat,Spayed Female,2,,Domestic Shorthair,Orange Tabby,985113004573451,02/15/2023,Owner Surrendered,OTC APPT,Adoption,Walk-In,02/22/2023,Wednesday,Wednesday
A067501,Luna,Dog,Female,2,,German Shepard,Red,991001004770545,02/15/2023,Stray,Animal Control,Return to Owner,Walk-In,02/15/2023,Wednesday,Wednesday
A067515,Riley,Dog,Spayed Female,4,,Whippet,Brown Merle,985112009507418,02/16/2023,Stray,Animal Control,Return to Owner,Walk-In,02/16/2023,Thursday,Thursday
A067517,Jinx,Cat,Spayed Female,2,,Domestic Longhair,Gray Tabby,981020051389298,02/16/2023,Owner Surrendered,Over the Counter,Foster,Adoption,02/24/2023,Thursday,Friday
A067517,Jinx,Cat,Spayed Female,2,,Domestic Longhair,Gray Tabby,981020051389298,03/06/2023,Foster,Over the Counter,Adoption,Walk-In,03/06/2023,Monday,Monday
A067531,Miro,Cat,Neutered Male,3,,Domestic Medium Hair,Brown Tabby,981020033014181,02/17/2023,Stray,Over the Counter,Return to Owner,Walk-In,02/18/2023,Friday,Saturday
A067546,Bella,Dog,Female,2,,Bichon Frise,White,,02/18/2023,Owner Surrendered,Over the Counter,Transfer,Rescue Group,02/18/2023,Saturday,Saturday
A067548,Henny,Dog,Female,,9.0,American Bully,Brown Brindle,981020051439064,02/18/2023,Stray,Animal Control,Return to Owner,,02/23/2023,Saturday,Thursday
A067548,Henny,Dog,Female,,9.0,American Bully,Brown Brindle,981020051439064,03/08/2023,Stray,Over the Counter,Return to Owner,Walk-In,03/15/2023,Wednesday,Wednesday
A067551,Acho Cho,Dog,Neutered Male,10,,Maltese,White,985121005071519,02/18/2023,Stray,Over the Counter,Euthanized,Injury Severe,02/18/2023,Saturday,Saturday
A067570,Midnight,Dog,Spayed Female,14,,Labrador Retriever,Black,015291276,02/19/2023,Stray,Animal Control,Return to Owner,Microchip,02/20/2023,Sunday,Monday
A067577,Thor,Cat,Neutered Male,,2.0,Domestic Medium Hair,Black,981020047861030,02/19/2023,Owner Surrendered,OTC APPT,Foster,Adoption,02/22/2023,Sunday,Wednesday
A067577,Thor,Cat,Neutered Male,,2.0,Domestic Medium Hair,Black,981020047861030,03/13/2023,Foster,Over the Counter,Adoption,Walk-In,03/13/2023,Monday,Monday
A067584,,Other,Unknown,1,,Raccoon,Gray,,02/20/2023,Stray,Animal Control,Euthanized,Vet Clinic,02/20/2023,Monday,Monday
A067591,Rage,Dog,Female,3,,Pit Bull,Black,981020047873128,02/21/2023,Stray,Animal Control,Return to Owner,Walk-In,02/21/2023,Tuesday,Tuesday
A067594,Blackie Boy,Dog,Female,3,,Pug,Brown Brindle,981020005863570,02/20/2023,Stray,Animal Control,Return to Owner,Outside of Shelter,02/20/2023,Monday,Monday
A067596,Willow,Dog,Spayed Female,,7.0,Boxer,Brown,981020051430381,02/21/2023,Stray,Animal Control,Foster,Adoption,03/05/2023,Tuesday,Sunday
A067596,Willow,Dog,Spayed Female,,7.0,Boxer,Brown,981020051430381,03/13/2023,Foster,Over the Counter,Adoption,Walk-In,03/13/2023,Monday,Monday
A067610,Ophelia,Dog,Spayed Female,1,,Chihuahua Short Hair,Tan,981020045779704,02/21/2023,Transfer,Transfer,Adoption,Walk-In,02/22/2023,Tuesday,Wednesday
A067627,,Dog,Female,,,German Shepard,Sable,,02/22/2023,Stray,Over the Counter,Transfer,Animal Shelter,02/22/2023,Wednesday,Wednesday
A067629,Lox,Dog,Male,1,,Pit Bull,Black,981020051416526,02/22/2023,Confiscated,Animal Cruelty,Euthanized,Injury Severe,03/21/2023,Wednesday,Tuesday
A067646,Dr. Noodle,Other,Male,,,Ferret,Brown,981020051436265,02/22/2023,Transfer,Transfer,Adoption,Walk-In,02/24/2023,Wednesday,Friday
A067649,Akira,Dog,Male,2,,Siberian Husky,Cream,981020051466027,02/23/2023,Stray,Over the Counter,Return to Owner,Walk-In,02/24/2023,Thursday,Friday
A067650,Zander,Cat,Neutered Male,,,Domestic Shorthair,Gray,981020051449528,02/23/2023,Stray,Over the Counter,Foster,Underage or Underweight,02/23/2023,Thursday,Thursday
A067650,Zander,Cat,Neutered Male,,,Domestic Shorthair,Gray,981020051449528,04/21/2023,Foster,Over the Counter,Adoption,Walk-In,04/23/2023,Friday,Sunday
A067650,Zander,Cat,Neutered Male,,,Domestic Shorthair,Gray,981020051449528,04/19/2023,Foster,Over the Counter,Foster,Underage or Underweight,04/19/2023,Wednesday,Wednesday
A067652,Buffy,Cat,Spayed Female,,,Domestic Shorthair,Brown Tabby,981020051455653,04/19/2023,Foster,Over the Counter,Adoption,Website Information,04/25/2023,Wednesday,Tuesday
A067652,Buffy,Cat,Spayed Female,,,Domestic Shorthair,Brown Tabby,,02/23/2023,Stray,Over the Counter,Foster,Underage or Underweight,02/23/2023,Thursday,Thursday
A067659,Macadamia,Dog,Spayed Female,1,,Pit Bull,White,981020002447200,02/23/2023,Stray,Over the Counter,Transfer,Private Animal Shelter,03/06/2023,Thursday,Monday
A067713,Thor,Dog,Neutered Male,8,,Pit Bull,Tan,981020051454323,02/25/2023,Stray,Animal Control,Adoption,Walk-In,03/08/2023,Saturday,Wednesday
A067735,Oreo,Other,Male,1,6.0,Guinea Pig,Black,,02/26/2023,Owner Surrendered,Over the Counter,Adoption,Walk-In,06/09/2023,Sunday,Friday
A067737,Maple,Dog,Spayed Female,,7.0,German Shorthaired Pointer,Red Brindle,981020051413653,02/26/2023,Owner Surrendered,Over the Counter,Foster,Adoption,03/04/2023,Sunday,Saturday
A067737,Maple,Dog,Spayed Female,,7.0,German Shorthaired Pointer,Red Brindle,981020051413653,03/05/2023,Foster,Over the Counter,Foster,Adoption,03/10/2023,Sunday,Friday
A067737,Maple,Dog,Spayed Female,,7.0,German Shorthaired Pointer,Red Brindle,981020051413653,03/28/2023,Foster,Over the Counter,Adoption,Walk-In,03/28/2023,Tuesday,Tuesday
A067737,Maple,Dog,Spayed Female,,7.0,German Shorthaired Pointer,Red Brindle,981020051413653,08/26/2023,Transfer,Transfer,Adoption,Walk-In,08/26/2023,Saturday,Saturday
A067749,Oscar,Dog,Male,4,,American Bully,Brown,956000010318516,02/27/2023,Stray,Animal Control,Return to Owner,Outside of Shelter,02/27/2023,Monday,Monday
A067750,Titi,Dog,Female,4,,American Bully,Brown,,02/27/2023,Stray,Animal Control,Return to Owner,Outside of Shelter,02/27/2023,Monday,Monday
A067752,,Cat,Male,1,,Domestic Shorthair,Orange Tabby,,02/27/2023,Stray,Animal Control,Euthanized,,03/21/2023,Monday,Tuesday
A067775,Jack,Dog,Neutered Male,1,,Pit Bull,Tan,981020051464784,02/28/2023,Stray,Over the Counter,Foster,Adoption,04/07/2023,Tuesday,Friday
A067775,Jack,Dog,Neutered Male,1,,Pit Bull,Tan,981020051464784,04/14/2023,Foster,Over the Counter,Adoption,Walk-In,04/14/2023,Friday,Friday
A067796,,Other,Unknown,1,,Raccoon,Black,,03/01/2023,Disposal Request of Deceased Pet,Animal Control,Disposal of Deceased Pet,,03/01/2023,Wednesday,Wednesday
A067798,Tigger,Cat,Neutered Male,,,Domestic Shorthair,Brown Tabby,981020051386530,03/02/2023,Owner Surrendered,Over the Counter,Return to Owner,Walk-In,03/17/2023,Thursday,Friday
A067804,Billy,Dog,Neutered Male,8,,Manchester Terrier,White,982000409865042,03/02/2023,Confiscated,Owner Hospitalized,Return to Owner,Walk-In,03/13/2023,Thursday,Monday
A067804,Billy,Dog,Neutered Male,8,,Manchester Terrier,White,982000409865042,06/10/2023,Confiscated,Owner Arrested,Return to Owner,Walk-In,06/21/2023,Saturday,Wednesday
A067807,Shelby,Dog,Neutered Male,,5.0,Siberian Husky,Tan,982091072585947,03/03/2023,Confiscated,Nuisance,Return to Owner,Walk-In,03/05/2023,Friday,Sunday
A067807,Shelby,Dog,Neutered Male,,5.0,Siberian Husky,Tan,982091072585947,03/05/2023,Owner Surrendered,Over the Counter,Transfer,Rescue Group,03/07/2023,Sunday,Tuesday
A067824,Dice,Dog,Neutered Male,,3.0,Pit Bull,Blue Brindle,,03/04/2023,Stray,Animal Control,Foster,,03/05/2023,Saturday,Sunday
A067824,Dice,Dog,Neutered Male,,3.0,Pit Bull,Blue Brindle,981020051423572,03/12/2023,Foster,Over the Counter,Foster,Adoption,03/14/2023,Sunday,Tuesday
A067824,Dice,Dog,Neutered Male,,3.0,Pit Bull,Blue Brindle,981020051423572,03/20/2023,Foster,Over the Counter,Adoption,Walk-In,03/20/2023,Monday,Monday
A067826,Snuggles,Cat,Spayed Female,2,,Domestic Shorthair,Gray,981020051442294,03/04/2023,Stray,Over the Counter,Adoption,Walk-In,03/15/2023,Saturday,Wednesday
A067836,Cody,Dog,Male,6,,Maltese,White,981020051462028,03/04/2023,Stray,Over the Counter,Foster,Adoption,03/14/2023,Saturday,Tuesday
